"Time","Source","Destination","Protocol","Length","Type","Source_Port","Desc_Port","Time_shift","Stream_index","InterfaceId","Time_from_previous","Flags","FlagsTCP","Attack"
"38.368773","10.1.1.13","13.32.158.39","TCP","60","IPv4","37576","443","0.000000000","11x0","0","0.497065000","0x4000","0x010","0"
"38.619190","10.1.1.13","8.8.8.8","DNS","104","IPv4","11x0","11x0","0.000000000","7","0","0.250417000","0x4000","11x0","0"
"38.624854","10.1.1.13","172.217.21.196","TCP","93","IPv4","49970","443","0.000000000","11x0","0","0.005664000","0x4000","0x018","0"
"39.608821","10.1.1.13","172.217.21.196","TLSv1.2","1165","IPv4","50016","443","0.000000000","11x0","0","0.983967000","0x4000","0x019","0"
"39.650478","10.1.1.13","35.165.148.158","TCP","60","IPv4","34192","443","0.000000000","11x0","0","0.041657000","0x4000","0x010","0"
"39.651883","10.1.1.13","35.165.148.158","TCP","60","IPv4","34188","443","0.000000000","11x0","0","0.001405000","0x4000","0x010","0"
"40.501027","10.1.1.13","8.8.8.8","DNS","101","IPv4","11x0","11x0","0.000000000","11","0","0.849144000","0x4000","11x0","0"
"40.501374","10.1.1.13","8.8.8.8","DNS","99","IPv4","11x0","11x0","0.000000000","8","0","0.000347000","0x4000","11x0","0"
"40.502073","10.1.1.13","8.8.8.8","DNS","101","IPv4","11x0","11x0","0.000000000","10","0","0.000699000","0x4000","11x0","0"
"40.672626","10.1.1.13","172.217.18.99","TCP","156","IPv4","56096","443","0.000000000","11x0","0","0.170553000","0x4000","0x019","0"
"41.119889","10.1.1.13","8.8.8.8","DNS","90","IPv4","11x0","11x0","0.000000000","3","0","0.447263000","0x4000","11x0","0"
"41.120325","10.1.1.13","8.8.8.8","DNS","104","IPv4","11x0","11x0","0.000000000","2","0","0.000436000","0x4000","11x0","0"
"41.120654","10.1.1.13","8.8.8.8","DNS","85","IPv4","11x0","11x0","0.000000000","9","0","0.000329000","0x4000","11x0","0"
"42.719969","10.1.1.13","172.217.21.196","TCP","93","IPv4","49970","443","0.000000000","11x0","0","1.599315000","0x4000","0x018","0"
"43.118899","10.1.1.13","8.8.8.8","DNS","95","IPv4","11x0","11x0","0.000000000","4","0","0.398930000","0x4000","11x0","0"
"43.119142","10.1.1.13","8.8.8.8","DNS","90","IPv4","11x0","11x0","0.000000000","5","0","0.000243000","0x4000","11x0","0"
"43.119472","10.1.1.13","8.8.8.8","DNS","95","IPv4","11x0","11x0","0.000000000","6","0","0.000330000","0x4000","11x0","0"
"43.743972","10.1.1.13","35.165.148.158","TCP","60","IPv4","34194","443","0.000000000","11x0","0","0.624500000","0x4000","0x010","0"
"43.868803","10.1.1.13","8.8.8.8","DNS","104","IPv4","11x0","11x0","0.000000000","7","0","0.124831000","0x4000","11x0","0"
